DateTime;NAV officielle
14/05/2010;32,9400
17/05/2010;33,1200
18/05/2010;33,4300
19/05/2010;32,8400
20/05/2010;32,1700
21/05/2010;31,4900
24/05/2010;31,8300
25/05/2010;31,3900
26/05/2010;31,8300
27/05/2010;32,5100
28/05/2010;32,5500
31/05/2010;32,7400
01/06/2010;32,9300
02/06/2010;33,3500
03/06/2010;33,6600
04/06/2010;33,4700
07/06/2010;33,5000
08/06/2010;33,5400
09/06/2010;34,1400
10/06/2010;34,3900
11/06/2010;34,0800
14/06/2010;34,4200
15/06/2010;34,3700
16/06/2010;34,3400
17/06/2010;34,4300
18/06/2010;34,2400
21/06/2010;34,5500
22/06/2010;34,6700
23/06/2010;34,2100
24/06/2010;33,9500
25/06/2010;33,8900
28/06/2010;34,3800
29/06/2010;33,9716
30/06/2010;33,8602
01/07/2010;33,1706
02/07/2010;32,7241
05/07/2010;32,7630
06/07/2010;33,4076
07/07/2010;33,7162
08/07/2010;33,9898
09/07/2010;34,0314
12/07/2010;34,3433
13/07/2010;34,7449
14/07/2010;34,8085
15/07/2010;34,6361
16/07/2010;34,1627
19/07/2010;33,9536
20/07/2010;33,9212
21/07/2010;34,4290
22/07/2010;34,8246
23/07/2010;35,0113
26/07/2010;34,9053
27/07/2010;34,2057
28/07/2010;33,9583
29/07/2010;33,5560
30/07/2010;33,4808
02/08/2010;33,8635
03/08/2010;33,7812
04/08/2010;33,9435
05/08/2010;33,1201
06/08/2010;32,5088
09/08/2010;32,8946
10/08/2010;32,9763
11/08/2010;32,9998
12/08/2010;33,7105
13/08/2010;33,8001
16/08/2010;33,9532
17/08/2010;33,9906
18/08/2010;34,0342
19/08/2010;33,8228
20/08/2010;33,6575
23/08/2010;33,8083
24/08/2010;33,6916
25/08/2010;33,6842
26/08/2010;33,8176
27/08/2010;33,8982
30/08/2010;34,0434
31/08/2010;34,1688
01/09/2010;34,8243
02/09/2010;34,6949
03/09/2010;34,6835
06/09/2010;34,8513
07/09/2010;34,8469
08/09/2010;35,2405
09/09/2010;35,3581
10/09/2010;35,1727
13/09/2010;34,3186
14/09/2010;34,4542
15/09/2010;34,2419
16/09/2010;33,7754
17/09/2010;33,5330
20/09/2010;34,0822
21/09/2010;33,8675
22/09/2010;33,5991
23/09/2010;33,7648
24/09/2010;33,8814
27/09/2010;33,9662
28/09/2010;33,9749
29/09/2010;33,8515
30/09/2010;33,7031
01/10/2010;33,4485
04/10/2010;33,4007
05/10/2010;33,5811
06/10/2010;33,6566
07/10/2010;33,5972
08/10/2010;33,5518
11/10/2010;33,5027
12/10/2010;33,6823
13/10/2010;33,9349
14/10/2010;33,8006
15/10/2010;33,7102
18/10/2010;33,7180
19/10/2010;33,5596
20/10/2010;33,5732
21/10/2010;34,1949
22/10/2010;34,0045
25/10/2010;34,1613
26/10/2010;34,0249
27/10/2010;33,6965
28/10/2010;33,8611
29/10/2010;34,0128
01/11/2010;34,0776
02/11/2010;34,1762
03/11/2010;33,9449
04/11/2010;34,7365
05/11/2010;34,9771
08/11/2010;35,0079
09/11/2010;34,9726
10/11/2010;34,8471
11/11/2010;34,9277
12/11/2010;34,7425
15/11/2010;34,9884
16/11/2010;34,5450
17/11/2010;34,7376
18/11/2010;35,3543
19/11/2010;35,1418
22/11/2010;35,1946
23/11/2010;34,7463
24/11/2010;35,1338
25/11/2010;35,3594
26/11/2010;35,3390
29/11/2010;34,8838
30/11/2010;34,7135
01/12/2010;35,0507
02/12/2010;35,4813
03/12/2010;35,2919
06/12/2010;35,3007
07/12/2010;35,7243
08/12/2010;35,8768
09/12/2010;35,9974
10/12/2010;36,0620
13/12/2010;36,1158
14/12/2010;36,2544
15/12/2010;36,2120
16/12/2010;36,5745
17/12/2010;36,5881
20/12/2010;36,7919
21/12/2010;37,1215
22/12/2010;37,2181
23/12/2010;37,3404
24/12/2010;37,2880
27/12/2010;37,1217
28/12/2010;37,2533
29/12/2010;37,3079
30/12/2010;36,7355
31/12/2010;36,4851
03/01/2011;36,7398
04/01/2011;36,5174
05/01/2011;36,3330
06/01/2011;36,4516
07/01/2011;36,5362
10/01/2011;36,3900
11/01/2011;36,6026
12/01/2011;36,4681
13/01/2011;35,7797
14/01/2011;35,5543
17/01/2011;35,7351
18/01/2011;35,9267
19/01/2011;35,5523
20/01/2011;35,0279
21/01/2011;35,1515
24/01/2011;35,3894
25/01/2011;35,1310
26/01/2011;35,1806
27/01/2011;34,7391
28/01/2011;34,5518
31/01/2011;34,3656
01/02/2011;34,6382
02/02/2011;34,9398
03/02/2011;35,0074
04/02/2011;34,9920
07/02/2011;35,1958
08/02/2011;34,8884
09/02/2011;34,6064
10/02/2011;34,5580
11/02/2011;34,7156
14/02/2011;34,7314
15/02/2011;35,0420
16/02/2011;34,9746
17/02/2011;35,1262
18/02/2011;35,0218
21/02/2011;34,9947
22/02/2011;34,9573
23/02/2011;34,8699
24/02/2011;34,7945
25/02/2011;34,9191
28/02/2011;35,0239
01/03/2011;35,1802
02/03/2011;34,9711
03/03/2011;35,0071
04/03/2011;34,7634
07/03/2011;34,6319
08/03/2011;34,8189
09/03/2011;34,7797
10/03/2011;34,7034
11/03/2011;34,5520
14/03/2011;34,1139
15/03/2011;33,2202
16/03/2011;33,2248
17/03/2011;33,6369
18/03/2011;33,5325
21/03/2011;34,0316
22/03/2011;33,7861
23/03/2011;34,2991
24/03/2011;34,4969
25/03/2011;34,7067
28/03/2011;34,6949
29/03/2011;34,7735
30/03/2011;35,1241
31/03/2011;34,9163
01/04/2011;35,0983
04/04/2011;35,1504
05/04/2011;35,3876
06/04/2011;35,2512
07/04/2011;35,1925
08/04/2011;35,1777
11/04/2011;35,1069
12/04/2011;34,9498
13/04/2011;35,2323
14/04/2011;35,5610
15/04/2011;36,0896
18/04/2011;35,6609
19/04/2011;36,1570
20/04/2011;36,1547
21/04/2011;36,3555
26/04/2011;36,5490
27/04/2011;36,4151
28/04/2011;36,1752
29/04/2011;36,3372
02/05/2011;36,4783
03/05/2011;36,5989
04/05/2011;36,2148
05/05/2011;36,3423
06/05/2011;36,8935
09/05/2011;37,0340
10/05/2011;37,0866
11/05/2011;37,3808
12/05/2011;37,5101
13/05/2011;37,6088
16/05/2011;37,6019
17/05/2011;37,3783
18/05/2011;37,5032
19/05/2011;37,6294
20/05/2011;37,7550
23/05/2011;37,4587
24/05/2011;37,3862
25/05/2011;37,4598
26/05/2011;37,4869
27/05/2011;37,6457
30/05/2011;37,7021
31/05/2011;37,8892
01/06/2011;37,9439
02/06/2011;37,5905
03/06/2011;37,3952
06/06/2011;37,2811
07/06/2011;37,0600
08/06/2011;36,8383
09/06/2011;37,0748
10/06/2011;36,8136
13/06/2011;36,9716
14/06/2011;36,8903
15/06/2011;36,7451
16/06/2011;36,8105
17/06/2011;36,8320
20/06/2011;36,9555
21/06/2011;36,8373
22/06/2011;36,6431
23/06/2011;36,5681
24/06/2011;36,7708
27/06/2011;36,8542
28/06/2011;36,7742
29/06/2011;36,8076
30/06/2011;36,8317
01/07/2011;36,9412
04/07/2011;37,1889
05/07/2011;37,3959
06/07/2011;36,7818
07/07/2011;36,9111
08/07/2011;37,0109
11/07/2011;36,9893
12/07/2011;36,7591
13/07/2011;36,5344
14/07/2011;36,5807
15/07/2011;36,5501
18/07/2011;36,1967
19/07/2011;36,0795
20/07/2011;36,3182
21/07/2011;36,4505
22/07/2011;36,7873
25/07/2011;36,9827
26/07/2011;36,8114
27/07/2011;36,5793
28/07/2011;36,7209
29/07/2011;36,3542
01/08/2011;36,4409
02/08/2011;36,3071
03/08/2011;35,7597
04/08/2011;35,3427
05/08/2011;35,0307
08/08/2011;34,0832
09/08/2011;34,4927
10/08/2011;33,9196
11/08/2011;34,0790
12/08/2011;35,2573
15/08/2011;35,0797
16/08/2011;35,3940
17/08/2011;35,6461
18/08/2011;34,7043
19/08/2011;33,9517
22/08/2011;34,4766
23/08/2011;34,6593
24/08/2011;34,6012
25/08/2011;34,4090
26/08/2011;34,3404
29/08/2011;34,2766
30/08/2011;34,3537
31/08/2011;35,2038
01/09/2011;35,7485
02/09/2011;35,6461
05/09/2011;34,4902
06/09/2011;34,2766
07/09/2011;34,6283
08/09/2011;34,4853
09/09/2011;34,2736
12/09/2011;33,6474
13/09/2011;33,5887
14/09/2011;33,9896
15/09/2011;34,0107
16/09/2011;34,1806
19/09/2011;33,8568
20/09/2011;34,3911
21/09/2011;34,0330
22/09/2011;33,1790
23/09/2011;33,5640
26/09/2011;34,1331
27/09/2011;34,7147
28/09/2011;34,4704
29/09/2011;34,6150
30/09/2011;34,6275
03/10/2011;34,6792
04/10/2011;34,1743
05/10/2011;34,2643
06/10/2011;34,8305
07/10/2011;34,7564
10/10/2011;34,7767
11/10/2011;34,8267
12/10/2011;35,0568
13/10/2011;35,2525
14/10/2011;35,5360
17/10/2011;35,2927
18/10/2011;35,1927
19/10/2011;35,4529
20/10/2011;35,4218
21/10/2011;35,9462
24/10/2011;35,9904
25/10/2011;35,6336
26/10/2011;35,7439
27/10/2011;36,0372
28/10/2011;36,2218
31/10/2011;36,0774
01/11/2011;35,7347
02/11/2011;35,5838
03/11/2011;35,9484
04/11/2011;35,7433
07/11/2011;35,6168
08/11/2011;36,0005
09/11/2011;35,9134
10/11/2011;35,7004
11/11/2011;36,3145
14/11/2011;35,9464
15/11/2011;36,0720
16/11/2011;36,0814
17/11/2011;36,0062
18/11/2011;35,8725
21/11/2011;35,2045
22/11/2011;35,5310
23/11/2011;35,0876
24/11/2011;34,9323
25/11/2011;35,0991
28/11/2011;35,8470
29/11/2011;36,1465
30/11/2011;36,8152
01/12/2011;36,6464
02/12/2011;36,4266
05/12/2011;36,5895
06/12/2011;36,5872
07/12/2011;36,8498
08/12/2011;36,7689
09/12/2011;36,6794
12/12/2011;36,7642
13/12/2011;36,9512
14/12/2011;36,5993
15/12/2011;36,7771
16/12/2011;36,4528
19/12/2011;37,0465
20/12/2011;37,2107
21/12/2011;37,2128
22/12/2011;37,3882
23/12/2011;37,7817
27/12/2011;37,8734
28/12/2011;38,0678
29/12/2011;38,3157
30/12/2011;38,5432
02/01/2012;38,8246
03/01/2012;39,0239
04/01/2012;38,7862
05/01/2012;38,9358
06/01/2012;38,6748
09/01/2012;39,0047
10/01/2012;39,2120
11/01/2012;38,5374
12/01/2012;38,3066
13/01/2012;38,0714
16/01/2012;38,3073
17/01/2012;38,2823
18/01/2012;38,3550
19/01/2012;38,2206
20/01/2012;38,3007
23/01/2012;38,1793
24/01/2012;38,2977
25/01/2012;38,4257
26/01/2012;38,5341
27/01/2012;38,2061
30/01/2012;38,2835
31/01/2012;38,2075
01/02/2012;38,7927
02/02/2012;38,2988
03/02/2012;38,9805
06/02/2012;38,9626
07/02/2012;39,0457
08/02/2012;38,8351
09/02/2012;38,9594
10/02/2012;39,0174
13/02/2012;39,3252
14/02/2012;39,4784
15/02/2012;39,8092
16/02/2012;40,1209
17/02/2012;40,0313
20/02/2012;40,0822
21/02/2012;39,9386
22/02/2012;39,9468
23/02/2012;39,9881
24/02/2012;39,7553
27/02/2012;39,8990
28/02/2012;39,8298
29/02/2012;40,0069
01/03/2012;40,3721
02/03/2012;40,2193
05/03/2012;40,4883
06/03/2012;39,9956
07/03/2012;40,2508
08/03/2012;40,8846
09/03/2012;41,0470
12/03/2012;41,2895
13/03/2012;41,6381
14/03/2012;41,4078
15/03/2012;41,3969
16/03/2012;41,4702
19/03/2012;41,2814
20/03/2012;41,0277
21/03/2012;41,0451
22/03/2012;40,9279
23/03/2012;40,7919
26/03/2012;41,2877
27/03/2012;41,1729
28/03/2012;40,9543
29/03/2012;40,6884
30/03/2012;41,0781
02/04/2012;41,6667
03/04/2012;41,4591
04/04/2012;40,9916
05/04/2012;40,8689
10/04/2012;40,3264
11/04/2012;40,3808
12/04/2012;40,7313
13/04/2012;40,5071
16/04/2012;40,9900
17/04/2012;41,5826
18/04/2012;41,8808
19/04/2012;42,0333
20/04/2012;41,9081
23/04/2012;41,5921
24/04/2012;41,8036
25/04/2012;41,9906
26/04/2012;42,1905
27/04/2012;42,0740
30/04/2012;41,8913
02/05/2012;42,2597
03/05/2012;42,5075
04/05/2012;42,1193
07/05/2012;42,4822
08/05/2012;41,8408
09/05/2012;41,8809
10/05/2012;41,6764
11/05/2012;42,2598
14/05/2012;41,8921
15/05/2012;41,9654
16/05/2012;41,5575
17/05/2012;41,4132
18/05/2012;40,9242
21/05/2012;40,9290
22/05/2012;41,2107
23/05/2012;40,7690
24/05/2012;40,9861
25/05/2012;41,2253
28/05/2012;41,1355
29/05/2012;41,5264
30/05/2012;41,3422
31/05/2012;41,4174
01/06/2012;40,6002
04/06/2012;40,3069
05/06/2012;40,2839
06/06/2012;41,0319
07/06/2012;41,0653
08/06/2012;41,2375
11/06/2012;41,2343
12/06/2012;41,6320
13/06/2012;41,8921
14/06/2012;41,9746
15/06/2012;41,8771
18/06/2012;42,1030
19/06/2012;41,8592
20/06/2012;41,6510
21/06/2012;41,7089
22/06/2012;41,7478
25/06/2012;41,6935
26/06/2012;41,8928
27/06/2012;42,3729
28/06/2012;42,3356
29/06/2012;43,1106
02/07/2012;43,6339
03/07/2012;44,0519
04/07/2012;44,1694
05/07/2012;44,2107
06/07/2012;44,3933
09/07/2012;44,1780
10/07/2012;44,6482
11/07/2012;44,3650
12/07/2012;44,2533
13/07/2012;44,6037
16/07/2012;44,6544
17/07/2012;44,6804
18/07/2012;44,9681
19/07/2012;45,4445
20/07/2012;45,2011
23/07/2012;44,3583
24/07/2012;44,3603
25/07/2012;44,0500
26/07/2012;45,2546
27/07/2012;45,7120
30/07/2012;46,1627
31/07/2012;45,7695
01/08/2012;46,1955
02/08/2012;46,0081
03/08/2012;46,3771
06/08/2012;46,0910
07/08/2012;45,9904
08/08/2012;46,0322
09/08/2012;46,4926
10/08/2012;46,1805
13/08/2012;46,0475
14/08/2012;46,1766
15/08/2012;46,2314
16/08/2012;46,0398
17/08/2012;45,9465
20/08/2012;45,9849
21/08/2012;45,9567
22/08/2012;45,6415
23/08/2012;45,5802
24/08/2012;46,0068
27/08/2012;46,0888
28/08/2012;45,9604
29/08/2012;46,0613
30/08/2012;45,9096
31/08/2012;45,7911
03/09/2012;46,4815
04/09/2012;46,1141
05/09/2012;46,2986
06/09/2012;46,8548
07/09/2012;45,7770
10/09/2012;45,2390
11/09/2012;45,3517
12/09/2012;44,8736
13/09/2012;44,9555
14/09/2012;44,7012
17/09/2012;44,8060
18/09/2012;45,3168
19/09/2012;45,6186
20/09/2012;45,8707
21/09/2012;45,8806
24/09/2012;45,8508
25/09/2012;46,1957
26/09/2012;46,0390
27/09/2012;46,0078
28/09/2012;45,6109
01/10/2012;46,1323
02/10/2012;46,0144
03/10/2012;46,1221
04/10/2012;46,2088
05/10/2012;46,5641
08/10/2012;46,4612
09/10/2012;46,2941
10/10/2012;46,1682
11/10/2012;46,2304
12/10/2012;46,3030
15/10/2012;46,5939
16/10/2012;46,8288
17/10/2012;46,6348
18/10/2012;46,0467
19/10/2012;46,0769
22/10/2012;45,9199
23/10/2012;45,3067
24/10/2012;45,5760
25/10/2012;45,8938
26/10/2012;45,8152
29/10/2012;45,8186
30/10/2012;45,9109
31/10/2012;45,6019
01/11/2012;45,8503
02/11/2012;46,0286
05/11/2012;46,0326
06/11/2012;46,1802
07/11/2012;46,0457
08/11/2012;46,2142
09/11/2012;46,4042
12/11/2012;46,3209
13/11/2012;46,6885
14/11/2012;46,3416
15/11/2012;45,7794
16/11/2012;45,5902
19/11/2012;46,2560
20/11/2012;46,4688
21/11/2012;46,4043
22/11/2012;46,8156
23/11/2012;47,0154
26/11/2012;46,9247
27/11/2012;47,1988
28/11/2012;47,3962
29/11/2012;47,5972
30/11/2012;47,3380
03/12/2012;47,4058
04/12/2012;47,3432
05/12/2012;47,2315
06/12/2012;47,4221
07/12/2012;47,6661
10/12/2012;47,8169
11/12/2012;47,7205
12/12/2012;47,5424
13/12/2012;47,4244
14/12/2012;47,2604
17/12/2012;47,0499
18/12/2012;47,0660
19/12/2012;47,2068
20/12/2012;47,2973
21/12/2012;47,0325
24/12/2012;47,0316
27/12/2012;46,8333
28/12/2012;46,6546
31/12/2012;46,7784
02/01/2013;47,2063
03/01/2013;47,4755
04/01/2013;47,7140
07/01/2013;47,3831
08/01/2013;47,2522
09/01/2013;47,1472
10/01/2013;46,9372
11/01/2013;46,8759
14/01/2013;46,5369
15/01/2013;47,0649
16/01/2013;47,3292
17/01/2013;47,3969
18/01/2013;47,5678
21/01/2013;47,4624
22/01/2013;47,7156
23/01/2013;48,2866
24/01/2013;48,0212
25/01/2013;48,2081
28/01/2013;48,1764
29/01/2013;48,4979
30/01/2013;48,3732
31/01/2013;48,1035
01/02/2013;48,3414
04/02/2013;47,9649
05/02/2013;48,0645
06/02/2013;48,0566
07/02/2013;48,0751
08/02/2013;48,4236
11/02/2013;48,2100
12/02/2013;48,3127
13/02/2013;48,5039
14/02/2013;48,7872
15/02/2013;48,7363
18/02/2013;48,4477
19/02/2013;49,2675
20/02/2013;49,4341
21/02/2013;49,1484
22/02/2013;49,7360
25/02/2013;49,5967
26/02/2013;49,5242
27/02/2013;49,6933
28/02/2013;50,4412
01/03/2013;50,3589
04/03/2013;50,5754
05/03/2013;51,1672
06/03/2013;50,8840
07/03/2013;51,1292
08/03/2013;51,4248
11/03/2013;51,5067
12/03/2013;51,6186
13/03/2013;51,7022
14/03/2013;52,1889
15/03/2013;52,0273
18/03/2013;52,1915
19/03/2013;52,3802
20/03/2013;52,3845
21/03/2013;52,0619
22/03/2013;52,2411
25/03/2013;52,4059
26/03/2013;52,4673
27/03/2013;52,4643
28/03/2013;53,2386
02/04/2013;53,8465
03/04/2013;53,6381
04/04/2013;52,9536
05/04/2013;51,9722
08/04/2013;52,3311
09/04/2013;51,6220
10/04/2013;52,3099
11/04/2013;52,3597
12/04/2013;52,2669
15/04/2013;52,0445
16/04/2013;51,7410
17/04/2013;51,2113
18/04/2013;51,5487
19/04/2013;51,9113
22/04/2013;51,8579
23/04/2013;52,9199
24/04/2013;52,6938
25/04/2013;52,2415
26/04/2013;51,9509
29/04/2013;52,4672
30/04/2013;52,2656
02/05/2013;52,5545
03/05/2013;52,5410
06/05/2013;52,6044
07/05/2013;52,5079
08/05/2013;52,9344
09/05/2013;52,8312
10/05/2013;52,9610
13/05/2013;53,0790
14/05/2013;53,4182
15/05/2013;53,8558
16/05/2013;53,4588
17/05/2013;53,1122
20/05/2013;53,2869
21/05/2013;53,0221
22/05/2013;52,9945
23/05/2013;52,2288
24/05/2013;52,4277
27/05/2013;52,3540
28/05/2013;52,6466
29/05/2013;51,6142
30/05/2013;51,4778
31/05/2013;50,7355
03/06/2013;50,2292
04/06/2013;50,8588
05/06/2013;50,0697
06/06/2013;49,7803
07/06/2013;50,4939
10/06/2013;50,1904
11/06/2013;49,5686
12/06/2013;49,6756
13/06/2013;49,6086
14/06/2013;49,4784
17/06/2013;49,8252
18/06/2013;49,5850
19/06/2013;49,9040
20/06/2013;48,2441
21/06/2013;48,0980
24/06/2013;47,2790
25/06/2013;47,9367
26/06/2013;48,7203
27/06/2013;49,1892
28/06/2013;49,1082
01/07/2013;49,6270
02/07/2013;49,4050
03/07/2013;48,9939
04/07/2013;50,1905
05/07/2013;49,6350
08/07/2013;50,0702
09/07/2013;50,3161
10/07/2013;50,4096
11/07/2013;50,9375
12/07/2013;50,6290
15/07/2013;50,9045
16/07/2013;50,4565
17/07/2013;50,5538
18/07/2013;50,4615
19/07/2013;50,4188
22/07/2013;50,3920
23/07/2013;50,0063
24/07/2013;50,1702
25/07/2013;49,6219
26/07/2013;49,2680
29/07/2013;49,5597
30/07/2013;49,6307
31/07/2013;50,3442
01/08/2013;50,8315
02/08/2013;51,3642
05/08/2013;51,5538
06/08/2013;51,6797
07/08/2013;51,3215
08/08/2013;51,0079
09/08/2013;50,9854
12/08/2013;50,8724
13/08/2013;51,2074
14/08/2013;51,1965
15/08/2013;50,6885
16/08/2013;50,5950
19/08/2013;50,4948
20/08/2013;50,1794
21/08/2013;49,8610
22/08/2013;49,9741
23/08/2013;50,1655
26/08/2013;50,2458
27/08/2013;49,6504
28/08/2013;49,2690
29/08/2013;49,3558
30/08/2013;49,2263
02/09/2013;49,7791
03/09/2013;49,4044
04/09/2013;49,2369
05/09/2013;49,3794
06/09/2013;49,7359
09/09/2013;49,2678
10/09/2013;49,8585
11/09/2013;49,8604
12/09/2013;49,8733
13/09/2013;50,2420
16/09/2013;50,5392
17/09/2013;50,6018
18/09/2013;50,9032
19/09/2013;51,6839
20/09/2013;51,4027
23/09/2013;51,2849
24/09/2013;50,9285
25/09/2013;50,7115
26/09/2013;50,7969
27/09/2013;50,4546
30/09/2013;50,4749
01/10/2013;49,9987
02/10/2013;49,3648
03/10/2013;49,3520
04/10/2013;49,3637
07/10/2013;49,3070
08/10/2013;48,8094
09/10/2013;48,4133
10/10/2013;48,7680
11/10/2013;49,0279
14/10/2013;48,9749
15/10/2013;49,2433
16/10/2013;49,1927
17/10/2013;50,1520
18/10/2013;50,8202
21/10/2013;50,8717
22/10/2013;51,2330
23/10/2013;51,1261
24/10/2013;51,1255
25/10/2013;51,2020
28/10/2013;51,3787
29/10/2013;51,5096
30/10/2013;51,1893
31/10/2013;51,5188
01/11/2013;51,2646
04/11/2013;51,4328
05/11/2013;51,3998
06/11/2013;51,5387
07/11/2013;51,7154
08/11/2013;51,6170
11/11/2013;51,7870
12/11/2013;51,6735
13/11/2013;51,6259
14/11/2013;52,0129
15/11/2013;52,0911
18/11/2013;52,4191
19/11/2013;52,3580
20/11/2013;52,3941
21/11/2013;51,9888
22/11/2013;51,8458
25/11/2013;52,2665
26/11/2013;51,4106
27/11/2013;51,5097
28/11/2013;51,4639
29/11/2013;51,4553
02/12/2013;51,1620
03/12/2013;50,6736
04/12/2013;50,5226
05/12/2013;50,3827
06/12/2013;50,8528
09/12/2013;50,9281
10/12/2013;50,5993
11/12/2013;50,2521
12/12/2013;49,6476
13/12/2013;49,2845
16/12/2013;49,8844
17/12/2013;49,5885
18/12/2013;49,7598
19/12/2013;50,4097
20/12/2013;50,7026
23/12/2013;50,8269
24/12/2013;50,9052
27/12/2013;51,5888
30/12/2013;51,5076
31/12/2013;51,7203
02/01/2014;51,1763
03/01/2014;51,6049
06/01/2014;51,2015
07/01/2014;51,4583
08/01/2014;51,2749
09/01/2014;50,9228
10/01/2014;51,0690
13/01/2014;51,3448
14/01/2014;51,4017
15/01/2014;51,3681
16/01/2014;51,6964
17/01/2014;51,7087
20/01/2014;52,0621
21/01/2014;52,6925
22/01/2014;52,9560
23/01/2014;52,4003
24/01/2014;51,2711
27/01/2014;50,8152
28/01/2014;50,6581
29/01/2014;50,4014
30/01/2014;49,8268
31/01/2014;49,6868
03/02/2014;49,3734
04/02/2014;48,9314
05/02/2014;49,0232
06/02/2014;49,8260
07/02/2014;50,2686
10/02/2014;50,3537
11/02/2014;50,6032
12/02/2014;50,7757
13/02/2014;50,3251
14/02/2014;50,4456
17/02/2014;50,8223
18/02/2014;50,7166
19/02/2014;51,0044
20/02/2014;51,0771
21/02/2014;51,1811
24/02/2014;51,5003
25/02/2014;51,5536
26/02/2014;51,7963
27/02/2014;51,6679
28/02/2014;51,7352
03/03/2014;50,8611
04/03/2014;51,7348
05/03/2014;51,6064
06/03/2014;51,4793
07/03/2014;51,1168
10/03/2014;51,0228
11/03/2014;50,8498
12/03/2014;50,2183
13/03/2014;49,8149
14/03/2014;49,7061
17/03/2014;49,6194
18/03/2014;49,9074
19/03/2014;49,7901
20/03/2014;49,6386
21/03/2014;49,9816
24/03/2014;50,0147
25/03/2014;50,9905
26/03/2014;51,3341
27/03/2014;51,8379
28/03/2014;52,2322
31/03/2014;52,0562
01/04/2014;51,9566
02/04/2014;52,1646
03/04/2014;52,2356
04/04/2014;52,5229
07/04/2014;52,2956
08/04/2014;52,9412
09/04/2014;52,9836
10/04/2014;52,9371
11/04/2014;52,5262
14/04/2014;53,3638
15/04/2014;53,0679
16/04/2014;53,2043
17/04/2014;52,9646
22/04/2014;53,1396
23/04/2014;52,9934
24/04/2014;52,9396
25/04/2014;52,8210
28/04/2014;53,2301
29/04/2014;53,7173
30/04/2014;53,6330
02/05/2014;53,3744
05/05/2014;53,4057
06/05/2014;53,3262
07/05/2014;53,8071
08/05/2014;54,1611
09/05/2014;54,4234
12/05/2014;54,7902
13/05/2014;54,9455
14/05/2014;55,1087
15/05/2014;55,4571
16/05/2014;55,9713
19/05/2014;55,7898
20/05/2014;55,4914
21/05/2014;55,7023
22/05/2014;55,8337
23/05/2014;55,5354
26/05/2014;55,6044
27/05/2014;55,4021
28/05/2014;55,3264
29/05/2014;55,5599
30/05/2014;55,7207
02/06/2014;55,6674
03/06/2014;55,6980
04/06/2014;55,5991
05/06/2014;55,5453
06/06/2014;55,0709
09/06/2014;55,3906
10/06/2014;56,1658
11/06/2014;56,1529
12/06/2014;56,1810
13/06/2014;56,0966
16/06/2014;55,9077
17/06/2014;56,1100
18/06/2014;55,8740
19/06/2014;56,1962
20/06/2014;56,3465
23/06/2014;56,2102
24/06/2014;56,3281
25/06/2014;55,6868
26/06/2014;55,6868
27/06/2014;55,6733
30/06/2014;55,8720
01/07/2014;56,3787
02/07/2014;56,3763
03/07/2014;56,7953
04/07/2014;56,6996
07/07/2014;56,2922
08/07/2014;55,9123
09/07/2014;55,8178
10/07/2014;55,2952
11/07/2014;55,3434
14/07/2014;55,8019
15/07/2014;55,6421
16/07/2014;56,1061
17/07/2014;55,9555
